Star: CS31082;    Mass table: frdm2012
Tables of ages from Th/U, Th/X and U/X chronometers
=============================================================
      Ye         S_final      Th/U      Th/X       U/X
      0.460      200.0         NaN        -Inf        -Inf
      0.460      205.0         NaN        -Inf        -Inf
      0.460      210.0     -2.0464   -368.5308   -118.1828
      0.460      215.0     -0.5129   -241.6400    -76.9279
      0.460      220.0      0.5731   -218.5797    -68.8824
      0.460      225.0      3.4113   -185.8711    -56.5897
      0.460      230.0      5.8206   -160.6818    -46.9711
      0.460      235.0      7.1914   -137.9319    -38.8306
      0.460      240.0      8.1506   -116.8878    -31.5102
      0.460      245.0      8.7215    -96.3467    -24.6129
      0.460      250.0      9.2815    -72.7901    -16.7671
      0.460      255.0     10.3834    -56.2238    -10.7690
      0.460      260.0     11.2816    -43.7660     -6.2111
      0.460      265.0     11.9366    -33.9028     -2.6406
      0.460      270.0     12.4431    -25.6752      0.3107
      0.460      275.0     12.8697    -18.4275      2.8973
      0.460      280.0     13.2552    -11.7591      5.2723
      0.460      285.0     13.6177     -5.4535      7.5167
      0.460      290.0     13.9424      0.4887      9.6204
      0.460      295.0     14.2060      5.9969     11.5450
      0.460      300.0     14.4052     10.9986     13.2653
      0.460      305.0     14.5572     15.4150     14.7681
      0.460      310.0     14.6779     19.1718     16.0407
      0.460      315.0     14.7785     22.2406     17.0815
      0.460      320.0     14.8673     24.6360     17.9009
      0.460      325.0     14.9499     26.4038     18.5173
      0.460      330.0     15.0305     27.6218     18.9580
      0.460      335.0     15.1096     28.4051     19.2599
      0.460      340.0     15.1820     28.8874     19.4619
      0.460      345.0     15.2411     29.1806     19.5950
      0.460      350.0     15.2850     29.3621     19.6823
      0.460      355.0     15.3151     29.4770     19.7392
      0.460      360.0     15.3336     29.5489     19.7745
      0.460      365.0     15.3336     29.5488     19.7745
      0.460      370.0     15.3336     29.5488     19.7745
      0.460      375.0     15.3336     29.5488     19.7745
      0.460      380.0     15.3336     29.5488     19.7744
      0.460      385.0     15.3336     29.5488     19.7744
      0.460      390.0     15.3336     29.5487     19.7744
      0.460      395.0     15.3336     29.5487     19.7744
      0.460      400.0     15.3336     29.5487     19.7744
      0.465      200.0         NaN        -Inf        -Inf
      0.465      205.0         NaN        -Inf        -Inf
      0.465      210.0         NaN        -Inf        -Inf
      0.465      215.0     -1.7140   -375.2557   -120.0884
      0.465      220.0     -0.3674   -239.8517    -76.2624
      0.465      225.0      0.7389   -215.9269    -67.9292
      0.465      230.0      3.5216   -184.7216    -56.1505
      0.465      235.0      5.9443   -159.6274    -46.5530
      0.465      240.0      7.3402   -136.8458    -38.3855
      0.465      245.0      8.3257   -115.6247    -30.9911
      0.465      250.0      8.8799    -94.3582    -23.8751
      0.465      255.0      9.9057    -66.7900    -14.4418
      0.465      260.0     10.9961    -50.1561     -8.4301
      0.465      265.0     11.7390    -38.4436     -4.2138
      0.465      270.0     12.2961    -29.2012     -0.9066
      0.465      275.0     12.7542    -21.3659      1.8876
      0.465      280.0     13.1532    -14.4016      4.3656
      0.465      285.0     13.5194     -7.9533      6.6578
      0.465      290.0     13.8542     -1.8812      8.8094
      0.465      295.0     14.1394      3.8062     10.8055
